symbol,datetime,last_price,highest,lowest,open,close,average,volume,amount,open_interest,settlement,upper_limit,lower_limit,pre_open_interest,pre_settlement,pre_close,ask_price1,ask_volume1,bid_price1,bid_volume1,ask_price2,ask_volume2,bid_price2,bid_volume2,ask_price3,ask_volume3,bid_price3,bid_volume3,ask_price4,ask_volume4,bid_price4,bid_volume4,ask_price5,ask_volume5,bid_price5,bid_volume5
DCE.l2104-P-6500,2020-08-21 14:59:59.999500,108.5,nan,nan,nan,108.5,nan,0,0.0,4,108.5,742.5,0.5,4,112.5,112.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-C-6600,2020-08-21 14:59:59.999500,540.0,nan,nan,nan,540.0,nan,0,0.0,6,540.0,1174.0,0.5,6,544.0,544.0,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-P-6600,2020-08-21 14:59:59.999500,137.5,nan,nan,nan,137.5,nan,0,0.0,4,137.5,771.5,0.5,4,141.5,141.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-C-6700,2020-08-21 14:59:59.999500,474.0,nan,nan,nan,474.0,nan,0,0.0,9,474.0,1108.5,0.5,9,478.5,478.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-P-6700,2020-08-21 14:59:59.999500,171.0,nan,nan,nan,171.0,nan,0,0.0,4,171.0,805.5,0.5,4,175.5,175.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-C-6800,2020-08-21 14:59:59.999500,413.5,nan,nan,nan,413.5,nan,0,0.0,8,413.5,1048.0,0.5,8,418.0,418.0,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-P-6800,2020-08-21 14:59:59.999500,209.5,nan,nan,nan,209.5,nan,0,0.0,5,209.5,844.5,0.5,5,214.5,214.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-C-6900,2020-08-21 14:59:59.999500,357.5,nan,nan,nan,357.5,nan,0,0.0,10,357.5,992.5,0.5,10,362.5,362.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-P-6900,2020-08-21 14:59:59.999500,253.5,nan,nan,nan,253.5,nan,0,0.0,10,253.5,888.5,0.5,10,258.5,258.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-C-7000,2020-08-21 14:59:59.999500,307.5,nan,nan,nan,307.5,nan,0,0.0,6,307.5,942.5,0.5,6,312.5,312.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-P-7000,2020-08-21 14:59:59.999500,302.5,nan,nan,nan,302.5,nan,0,0.0,6,302.5,937.5,0.5,6,307.5,307.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-C-7100,2020-08-21 14:59:59.999500,262.0,nan,nan,nan,262.0,nan,0,0.0,5,262.0,897.0,0.5,5,267.0,267.0,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-P-7100,2020-08-21 14:59:59.999500,356.5,nan,nan,nan,356.5,nan,0,0.0,3,356.5,991.5,0.5,3,361.5,361.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-C-7200,2020-08-21 14:59:59.999500,222.0,nan,nan,nan,222.0,nan,0,0.0,2,222.0,857.0,0.5,2,227.0,227.0,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-P-7200,2020-08-21 14:59:59.999500,416.0,nan,nan,nan,416.0,nan,0,0.0,5,416.0,1051.0,0.5,5,421.0,421.0,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-C-7300,2020-08-21 14:59:59.999500,186.5,nan,nan,nan,186.5,nan,0,0.0,7,186.5,821.5,0.5,7,191.5,191.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-P-7300,2020-08-21 14:59:59.999500,479.5,nan,nan,nan,479.5,nan,0,0.0,4,479.5,1114.5,0.5,4,484.5,484.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-C-7400,2020-08-21 14:59:59.999500,155.5,nan,nan,nan,155.5,nan,0,0.0,7,155.5,790.0,0.5,7,160.0,160.0,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-P-7400,2020-08-21 14:59:59.999500,548.0,nan,nan,nan,548.0,nan,0,0.0,5,548.0,1183.0,0.5,5,553.0,553.0,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-C-7500,2020-08-21 14:59:59.999500,129.0,nan,nan,nan,129.0,nan,0,0.0,5,129.0,763.0,0.5,5,133.0,133.0,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-P-7500,2020-08-21 14:59:59.999500,621.0,nan,nan,nan,621.0,nan,0,0.0,5,621.0,1255.0,0.5,5,625.0,625.0,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-C-7600,2020-08-21 14:59:59.999500,106.0,nan,nan,nan,106.0,nan,0,0.0,5,106.0,740.0,0.5,5,110.0,110.0,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-P-7600,2020-08-21 14:59:59.999500,697.5,nan,nan,nan,697.5,nan,0,0.0,4,697.5,1331.5,71.5,4,701.5,701.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-C-7700,2020-08-21 14:59:59.999500,86.5,nan,nan,nan,86.5,nan,0,0.0,5,86.5,720.0,0.5,5,90.0,90.0,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-P-7700,2020-08-21 14:59:59.999500,777.5,nan,nan,nan,777.5,nan,0,0.0,6,777.5,1411.0,151.0,6,781.0,781.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-C-7800,2020-08-21 14:59:59.999500,70.0,nan,nan,nan,70.0,nan,0,0.0,7,70.0,703.5,0.5,7,73.5,73.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-P-7800,2020-08-21 14:59:59.999500,860.5,nan,nan,nan,860.5,nan,0,0.0,4,860.5,1494.0,234.0,4,864.0,864.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-C-7900,2020-08-21 14:59:59.999500,56.5,nan,nan,nan,56.5,nan,0,0.0,5,56.5,689.5,0.5,5,59.5,59.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2104-P-7900,2020-08-21 14:59:59.999500,946.5,nan,nan,nan,946.5,nan,0,0.0,4,946.5,1579.5,319.5,4,949.5,949.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-5900,2020-08-21 14:59:59.999500,1282.0,nan,nan,nan,1282.0,nan,0,0.0,0,1282.0,1928.5,648.5,0,1288.5,1288.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-5900,2020-08-21 14:59:59.999500,39.5,nan,nan,nan,39.5,nan,0,0.0,3,39.5,671.0,0.5,3,31.0,31.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-6000,2020-08-21 14:59:59.999500,1194.0,nan,nan,nan,1194.0,nan,0,0.0,0,1194.0,1838.5,558.5,0,1198.5,1198.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-6000,2020-08-21 14:59:59.999500,51.0,nan,nan,nan,51.0,nan,0,0.0,6,51.0,681.0,0.5,6,41.0,41.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-6100,2020-08-21 14:59:59.999500,1108.0,nan,nan,nan,1108.0,nan,0,0.0,0,1108.0,1751.0,471.0,0,1111.0,1111.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-6100,2020-08-21 14:59:59.999500,65.0,nan,nan,nan,65.0,nan,0,0.0,5,65.0,693.0,0.5,5,53.0,53.0,nan,0,3.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-6200,2020-08-21 14:59:59.999500,1025.0,nan,nan,nan,1025.0,nan,0,0.0,0,1025.0,1666.5,386.5,0,1026.5,1026.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-6200,2020-08-21 14:59:59.999500,81.5,nan,nan,nan,81.5,nan,0,0.0,5,81.5,707.5,0.5,5,67.5,67.5,nan,0,3.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-6300,2020-08-21 14:59:59.999500,945.0,nan,nan,nan,945.0,nan,0,0.0,0,945.0,1584.5,304.5,0,944.5,944.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-6300,2020-08-21 14:59:59.999500,101.0,nan,nan,nan,101.0,nan,0,0.0,36,101.0,725.5,0.5,36,85.5,85.5,110.0,1,70.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-6400,2020-08-21 14:59:59.999500,868.0,nan,nan,nan,868.0,nan,0,0.0,0,868.0,1505.5,225.5,0,865.5,865.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-6400,2020-08-21 14:59:59.999500,123.5,nan,nan,nan,123.5,nan,0,0.0,48,123.5,746.0,0.5,48,106.0,106.0,nan,0,70.0,9,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-6500,2020-08-21 14:59:59.999500,794.5,nan,nan,nan,794.5,nan,0,0.0,0,794.5,1430.5,150.5,0,790.5,790.5,nan,0,152.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-6500,2020-08-21 14:59:59.999500,149.0,nan,nan,nan,149.0,nan,0,0.0,21,149.0,770.0,0.5,21,130.0,130.0,nan,0,34.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-6600,2020-08-21 14:59:59.999500,724.5,nan,nan,nan,724.5,nan,0,0.0,0,724.5,1358.5,78.5,0,718.5,718.5,nan,0,80.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-6600,2020-08-21 14:59:59.999500,178.5,nan,nan,nan,178.5,nan,0,0.0,3,178.5,798.0,0.5,3,158.0,158.0,nan,0,6.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-6700,2020-08-21 14:59:59.999500,658.5,nan,nan,nan,658.5,nan,0,0.0,0,658.5,1291.0,11.0,0,651.0,651.0,nan,0,13.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-6700,2020-08-21 14:59:59.999500,212.0,nan,nan,nan,212.0,nan,0,0.0,3,212.0,829.0,0.5,3,189.0,189.0,nan,0,41.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-6800,2020-08-21 14:59:59.999500,596.0,nan,nan,nan,596.0,nan,0,0.0,0,596.0,1227.0,0.5,0,587.0,587.0,nan,0,5.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-6800,2020-08-21 14:59:59.999500,249.0,nan,nan,nan,249.0,nan,0,0.0,2,249.0,864.5,0.5,2,224.5,224.5,nan,0,16.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-6900,2020-08-21 14:59:59.999500,537.5,nan,nan,nan,537.5,nan,0,0.0,1,537.5,1167.0,0.5,1,527.0,527.0,nan,0,5.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-6900,2020-08-21 14:59:59.999500,289.5,nan,nan,nan,289.5,nan,0,0.0,1,289.5,904.0,0.5,1,264.0,264.0,nan,0,40.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-7000,2020-08-21 14:59:59.999500,483.0,nan,nan,nan,483.0,nan,0,0.0,1,483.0,1111.5,0.5,1,471.5,471.5,nan,0,5.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-7000,2020-08-21 14:59:59.999500,334.5,nan,nan,nan,334.5,nan,0,0.0,1,334.5,947.5,0.5,1,307.5,307.5,nan,0,5.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-7100,2020-08-21 14:59:59.999500,432.5,nan,nan,nan,432.5,nan,0,0.0,1,432.5,1060.0,0.5,1,420.0,420.0,nan,0,5.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-7100,2020-08-21 14:59:59.999500,383.0,nan,nan,nan,383.0,nan,0,0.0,1,383.0,995.5,0.5,1,355.5,355.5,nan,0,5.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-7200,2020-08-21 14:59:59.999500,385.5,nan,nan,nan,385.5,nan,0,0.0,1,385.5,1012.5,0.5,1,372.5,372.5,nan,0,44.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-7200,2020-08-21 14:59:59.999500,435.5,nan,nan,nan,435.5,nan,0,0.0,1,435.5,1047.0,0.5,1,407.0,407.0,nan,0,5.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-7300,2020-08-21 14:59:59.999500,342.5,nan,nan,nan,342.5,nan,0,0.0,2,342.5,969.0,0.5,2,329.0,329.0,nan,0,26.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-7300,2020-08-21 14:59:59.999500,491.5,nan,nan,nan,491.5,nan,0,0.0,1,491.5,1103.0,0.5,1,463.0,463.0,nan,0,5.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-7400,2020-08-21 14:59:59.999500,303.5,nan,nan,nan,303.5,nan,0,0.0,3,303.5,929.0,0.5,3,289.0,289.0,nan,0,26.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-7400,2020-08-21 14:59:59.999500,551.5,nan,nan,nan,551.5,nan,0,0.0,1,551.5,1162.5,0.5,1,522.5,522.5,nan,0,5.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-7500,2020-08-21 14:59:59.999500,267.5,nan,nan,nan,267.5,nan,0,0.0,3,267.5,893.0,0.5,3,253.0,253.0,nan,0,114.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-7500,2020-08-21 14:59:59.999500,615.0,nan,nan,nan,615.0,nan,0,0.0,1,615.0,1226.0,0.5,1,586.0,586.0,nan,0,5.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-7600,2020-08-21 14:59:59.999500,235.0,nan,nan,nan,235.0,nan,0,0.0,4,235.0,861.0,0.5,4,221.0,221.0,nan,0,101.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-7600,2020-08-21 14:59:59.999500,682.0,nan,nan,nan,682.0,nan,0,0.0,0,682.0,1292.5,12.5,0,652.5,652.5,nan,0,14.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-7700,2020-08-21 14:59:59.999500,206.0,nan,nan,nan,206.0,nan,0,0.0,4,206.0,832.0,0.5,4,192.0,192.0,nan,0,35.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-7700,2020-08-21 14:59:59.999500,752.0,nan,nan,nan,752.0,nan,0,0.0,0,752.0,1363.0,83.0,0,723.0,723.0,nan,0,85.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-C-7800,2020-08-21 14:59:59.999500,179.5,nan,nan,nan,179.5,nan,0,0.0,4,179.5,806.0,0.5,4,166.0,166.0,nan,0,35.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2105-P-7800,2020-08-21 14:59:59.999500,825.0,nan,nan,nan,825.0,nan,0,0.0,0,825.0,1436.5,156.5,0,796.5,796.5,nan,0,158.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-C-5800,2020-08-21 14:59:59.999500,1394.5,nan,nan,nan,1394.5,nan,0,0.0,5,1394.5,2064.0,774.0,5,1419.0,1419.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-P-5800,2020-08-21 14:59:59.999500,38.5,nan,nan,nan,38.5,nan,0,0.0,1,38.5,678.0,0.5,1,33.0,33.0,nan,0,11.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-C-5900,2020-08-21 14:59:59.999500,1305.5,nan,nan,nan,1305.5,nan,0,0.0,3,1305.5,1974.0,684.0,3,1329.0,1329.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-P-5900,2020-08-21 14:59:59.999500,49.5,nan,nan,nan,49.5,nan,0,0.0,2,49.5,688.0,0.5,2,43.0,43.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-C-6000,2020-08-21 14:59:59.999500,1219.0,nan,nan,nan,1219.0,nan,0,0.0,2,1219.0,1886.0,596.0,2,1241.0,1241.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-P-6000,2020-08-21 14:59:59.999500,62.5,nan,nan,nan,62.5,nan,0,0.0,4,62.5,699.5,0.5,4,54.5,54.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-C-6100,2020-08-21 14:59:59.999500,1134.5,nan,nan,nan,1134.5,nan,0,0.0,4,1134.5,1800.5,510.5,4,1155.5,1155.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-P-6100,2020-08-21 14:59:59.999500,77.5,nan,nan,nan,77.5,nan,0,0.0,4,77.5,714.0,0.5,4,69.0,69.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-C-6200,2020-08-21 14:59:59.999500,1053.0,nan,nan,nan,1053.0,nan,0,0.0,2,1053.0,1718.0,428.0,2,1073.0,1073.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-P-6200,2020-08-21 14:59:59.999500,95.5,nan,nan,nan,95.5,nan,0,0.0,2,95.5,730.5,0.5,2,85.5,85.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-C-6300,2020-08-21 14:59:59.999500,974.5,nan,nan,nan,974.5,nan,0,0.0,7,974.5,1638.0,348.0,7,993.0,993.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-P-6300,2020-08-21 14:59:59.999500,116.5,nan,nan,nan,116.5,nan,0,0.0,3,116.5,750.0,0.5,3,105.0,105.0,nan,0,4.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-C-6400,2020-08-21 14:59:59.999500,899.0,nan,nan,nan,899.0,nan,0,0.0,3,899.0,1561.0,271.0,3,916.0,916.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-P-6400,2020-08-21 14:59:59.999500,140.5,nan,nan,nan,140.5,nan,0,0.0,7,140.5,772.0,0.5,7,127.0,127.5,nan,0,4.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-C-6500,2020-08-21 14:59:59.999500,827.0,nan,nan,nan,827.0,nan,0,0.0,2,827.0,1487.5,197.5,2,842.5,842.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-P-6500,2020-08-21 14:59:59.999500,167.5,nan,nan,nan,167.5,nan,0,0.0,3,167.5,798.0,0.5,3,153.0,153.0,nan,0,4.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-C-6600,2020-08-21 14:59:59.999500,758.0,nan,nan,nan,758.0,nan,0,0.0,3,758.0,1417.0,127.0,3,772.0,772.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-P-6600,2020-08-21 14:59:59.999500,198.0,nan,nan,nan,198.0,nan,0,0.0,3,198.0,827.0,0.5,3,182.0,182.0,nan,0,4.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-C-6700,2020-08-21 14:59:59.999500,693.0,nan,nan,nan,693.0,nan,0,0.0,3,693.0,1350.5,60.5,3,705.5,705.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-P-6700,2020-08-21 14:59:59.999500,232.0,nan,nan,nan,232.0,nan,0,0.0,2,232.0,859.5,0.5,2,214.5,214.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-C-6800,2020-08-21 14:59:59.999500,631.5,nan,nan,nan,631.5,nan,0,0.0,3,631.5,1287.0,0.5,3,642.0,642.0,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-P-6800,2020-08-21 14:59:59.999500,269.5,nan,nan,nan,269.5,nan,0,0.0,3,269.5,895.5,0.5,3,250.5,250.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-C-6900,2020-08-21 14:59:59.999500,573.5,nan,nan,nan,573.5,nan,0,0.0,5,573.5,1228.0,0.5,5,583.0,583.0,nan,0,5.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-P-6900,2020-08-21 14:59:59.999500,310.5,nan,nan,nan,310.5,nan,0,0.0,4,310.5,935.5,0.5,4,290.5,290.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-C-7000,2020-08-21 14:59:59.999500,519.0,nan,nan,nan,519.0,nan,0,0.0,4,519.0,1172.0,0.5,4,527.0,527.0,nan,0,5.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-P-7000,2020-08-21 14:59:59.999500,355.5,nan,nan,nan,355.5,nan,0,0.0,5,355.5,979.0,0.5,5,334.0,334.0,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-C-7100,2020-08-21 14:59:59.999500,468.5,nan,nan,nan,468.5,nan,0,0.0,8,468.5,1120.0,0.5,8,475.0,475.0,nan,0,5.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-P-7100,2020-08-21 14:59:59.999500,404.0,nan,nan,nan,404.0,nan,0,0.0,4,404.0,1026.0,0.5,4,381.0,381.0,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-C-7200,2020-08-21 14:59:59.999500,421.0,nan,nan,nan,421.0,nan,0,0.0,4,421.0,1072.0,0.5,4,427.0,427.0,nan,0,5.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-P-7200,2020-08-21 14:59:59.999500,456.0,nan,nan,nan,456.0,nan,0,0.0,4,456.0,1077.0,0.5,4,432.0,432.0,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-C-7300,2020-08-21 14:59:59.999500,377.5,nan,nan,nan,377.5,nan,0,0.0,4,377.5,1027.5,0.5,4,382.5,382.5,nan,0,5.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-P-7300,2020-08-21 14:59:59.999500,511.5,nan,nan,nan,511.5,nan,0,0.0,5,511.5,1131.5,0.5,5,486.5,486.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-C-7400,2020-08-21 14:59:59.999500,337.5,nan,nan,nan,337.5,nan,0,0.0,3,337.5,986.5,0.5,3,341.5,341.5,nan,0,5.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-P-7400,2020-08-21 14:59:59.999500,570.5,nan,nan,nan,570.5,nan,0,0.0,3,570.5,1189.5,0.5,3,544.5,544.5,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-C-7500,2020-08-21 14:59:59.999500,301.0,nan,nan,nan,301.0,nan,0,0.0,5,301.0,948.5,0.5,5,303.5,303.5,nan,0,4.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.l2106-P-7500,2020-08-21 14:59:59.999500,633.0,nan,nan,nan,633.0,nan,0,0.0,4,633.0,1251.0,0.5,4,606.0,606.0,nan,0,1.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
