symbol,datetime,last_price,highest,lowest,open,close,average,volume,amount,open_interest,settlement,upper_limit,lower_limit,pre_open_interest,pre_settlement,pre_close,ask_price1,ask_volume1,bid_price1,bid_volume1,ask_price2,ask_volume2,bid_price2,bid_volume2,ask_price3,ask_volume3,bid_price3,bid_volume3,ask_price4,ask_volume4,bid_price4,bid_volume4,ask_price5,ask_volume5,bid_price5,bid_volume5
CZCE.RM005C2850,2020-04-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,35,nan,142.5,0.5,35,0.5,0.5,2.0,20,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM005P2800,2020-04-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,15,nan,590.0,306.0,15,448.0,448.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM005P2850,2020-04-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,15,nan,640.0,356.0,15,498.0,498.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM007C2800,2020-06-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,1028,nan,115.5,0.5,1028,0.5,0.5,0.5,51,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM007C2850,2020-06-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,1840,nan,115.5,0.5,1840,0.5,0.5,0.5,169,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM007P2800,2020-06-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,629.0,399.0,0,514.0,514.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM007P2850,2020-06-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,679.0,449.0,0,564.0,564.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM009C2800,2020-08-05 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,1820,nan,120.5,0.5,1820,0.5,0.5,0.5,579,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM009C2850,2020-08-05 14:59:59.000001,0.5,0.5,0.5,0.5,0.5,0.5,2,10.0,9505,0.5,120.5,0.5,9505,0.5,0.5,0.5,3199,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM009P2800,2020-08-05 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,531.0,291.0,0,411.0,411.0,529.0,1,301.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM009P2850,2020-08-05 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,581.0,341.0,0,461.0,461.0,nan,0,366.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM011C2600,2020-08-21 14:59:59.000001,1.5,2.5,1.0,1.0,1.5,2.0,52,1040.0,385,2.0,115.5,0.5,410,2.5,3.0,2.0,20,0.5,86,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM011C2650,2020-08-21 14:59:59.000001,1.0,2.0,0.5,2.0,1.0,1.5,43,645.0,209,1.5,115.0,0.5,228,2.0,2.5,1.5,1,0.5,76,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM011C2700,2020-08-21 14:59:59.000001,1.5,1.5,0.5,1.0,1.5,1.5,154,2310.0,756,1.5,114.5,0.5,752,1.5,1.5,1.5,17,0.5,255,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM011P2600,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,466.5,240.5,0,353.5,353.5,417.5,1,319.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM011P2650,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,516.0,290.0,0,403.0,403.0,467.5,1,375.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM011P2700,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,3,nan,566.0,340.0,3,453.0,453.0,517.5,1,425.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM101C2500,2020-08-21 14:59:59.000001,20.0,23.0,19.5,22.0,20.0,20.0,179,35800.0,950,20.0,140.0,0.5,878,25.0,24.5,75.5,1,10.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM101C2550,2020-08-21 14:59:59.000001,15.5,16.5,14.0,16.5,15.5,15.5,295,45725.0,2520,15.5,134.0,0.5,2612,19.0,18.5,28.0,1,14.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM101P2500,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,14,nan,348.5,118.5,14,233.5,233.5,nan,0,191.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.RM101P2550,2020-08-21 14:59:59.000001,298.0,298.0,298.0,298.0,298.0,298.0,1,2980.0,33,298.0,392.5,162.5,33,277.5,277.5,349.0,1,241.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA005C2850,2020-04-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,602.0,150.0,0,376.0,376.0,nan,0,151.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA005C2900,2020-04-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,552.0,100.0,0,326.0,326.0,nan,0,101.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA005C2950,2020-04-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,502.5,50.5,0,276.5,276.5,nan,0,51.5,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA005P2850,2020-04-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,55,nan,226.5,0.5,55,0.5,0.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA005P2900,2020-04-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,553,nan,226.5,0.5,553,0.5,0.5,0.5,5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA005P2950,2020-04-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,296,nan,226.5,0.5,296,0.5,0.5,0.5,5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA006C2900,2020-05-08 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,3,nan,744.0,264.0,3,504.0,504.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA006C2950,2020-05-08 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,9,nan,694.0,214.0,9,454.0,454.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA006C3000,2020-05-08 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,9,nan,644.0,164.0,9,404.0,404.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA006P2900,2020-05-08 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,63,nan,240.5,0.5,63,0.5,0.5,0.5,29,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA006P2950,2020-05-08 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,34,nan,240.5,0.5,34,0.5,0.5,0.5,13,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA006P3000,2020-05-08 14:59:59.000001,0.5,0.5,0.5,0.5,0.5,0.5,2,5.0,143,0.5,240.5,0.5,145,0.5,1.0,0.5,42,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA007C2900,2020-06-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,4,nan,1008.0,496.0,4,752.0,752.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA007C2950,2020-06-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,958.0,446.0,0,702.0,702.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA007C3000,2020-06-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,908.0,396.0,0,652.0,652.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA007C3050,2020-06-03 14:59:59.000001,648.0,648.0,648.0,648.0,648.0,648.0,1,3240.0,90,648.0,858.0,346.0,90,602.0,602.0,nan,0,349.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA007P2900,2020-06-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,914,nan,256.5,0.5,914,0.5,0.5,0.5,25,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA007P2950,2020-06-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,528,nan,256.5,0.5,528,0.5,0.5,1.0,5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA007P3000,2020-06-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,545,nan,256.5,0.5,545,0.5,0.5,15.0,6,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA007P3050,2020-06-03 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,693,nan,256.5,0.5,693,0.5,0.5,1.0,2,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA009C3000,2020-08-05 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,28,nan,754.0,394.0,28,574.0,570.0,650.0,20,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA009C3050,2020-08-05 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,1,nan,704.0,344.0,1,524.0,524.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA009C3100,2020-08-05 14:59:59.000001,519.5,519.5,495.0,495.0,519.5,504.5,40,100900.0,123,504.5,654.0,294.0,93,474.0,472.0,554.0,1,424.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA009P3000,2020-08-05 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,5287,nan,180.5,0.5,5287,0.5,0.5,0.5,92,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA009P3050,2020-08-05 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,621,nan,180.5,0.5,621,0.5,0.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA009P3100,2020-08-05 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,595,nan,180.5,0.5,595,0.5,0.5,144.0,11,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA011C3050,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,3,nan,818.0,446.0,3,632.0,632.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA011C3100,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,7,nan,768.0,396.0,7,582.0,582.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA011C3150,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,4,nan,718.5,346.5,4,532.5,532.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA011P3050,2020-08-21 14:59:59.000001,0.5,0.5,0.5,0.5,0.5,0.5,5,12.5,63,0.5,186.5,0.5,58,0.5,0.5,1.0,3,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA011P3100,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,68,nan,187.0,0.5,68,1.0,1.0,28.0,1,0.5,5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA011P3150,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,138,nan,187.0,0.5,138,1.0,2.0,28.5,1,0.5,5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA101C3100,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,31,nan,831.5,455.5,31,643.5,643.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA101C3150,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,62,nan,784.0,408.0,62,596.0,596.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA101C3200,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,21,nan,736.0,360.0,21,548.0,548.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA101C3250,2020-08-21 14:59:59.000001,nan,nan,nan,nan,nan,nan,0,0.0,167,nan,689.0,313.0,167,501.0,501.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA101P3100,2020-08-21 14:59:59.000001,7.5,7.5,7.5,7.5,7.5,7.5,22,825.0,1399,7.5,197.0,0.5,1377,9.0,9.5,17.0,4,1.0,200,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA101P3150,2020-08-21 14:59:59.000001,9.0,11.0,9.0,10.5,9.0,10.0,18,900.0,463,10.0,199.0,0.5,446,11.0,11.5,10.5,10,5.0,20,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA101P3200,2020-08-21 14:59:59.000001,10.5,10.5,10.5,10.5,10.5,10.5,10,525.0,211,10.5,201.0,0.5,201,13.0,13.0,99.5,1,2.0,130,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
CZCE.TA101P3250,2020-08-21 14:59:59.000001,14.0,15.0,13.5,14.5,14.0,14.0,174,12180.0,617,14.0,204.0,0.5,570,16.0,14.5,15.0,9,12.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
INE.sc2104,2020-08-21 14:59:59.999500,nan,nan,nan,nan,nan,nan,0,0.0,41,nan,375.7,307.4,41,341.6,341.6,345.9,1,339.1,1,346.4,1,336.0,1,nan,0,333.8,1,nan,0,nan,0,nan,0,nan,0
SHFE.fu2104,2020-08-21 14:59:59.999500,2041.0,2060.0,2003.0,2003.0,2041.0,2037.979592,49,998610.0,250,2037.0,2186.0,1789.0,274,1988.0,2004.0,2059.0,2,2040.0,1,2060.0,7,2011.0,1,2068.0,2,2008.0,2,2069.0,1,1988.0,1,2080.0,5,1880.0,2
DCE.pg2011-C-2700,2020-08-21 14:59:59.999500,890.2,nan,nan,nan,890.2,nan,0,0.0,27,890.2,1300.4,574.4,27,937.4,937.4,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2011-P-2700,2020-08-21 14:59:59.999500,1.0,nan,nan,nan,1.0,nan,0,0.0,90,1.0,364.2,0.2,90,1.2,12.2,16.8,1,5.0,3,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2011-C-2750,2020-08-21 14:59:59.999500,840.8,nan,nan,nan,840.8,nan,0,0.0,30,840.8,1251.0,525.0,30,888.0,888.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2011-P-2750,2020-08-21 14:59:59.999500,1.6,nan,nan,nan,1.6,nan,0,0.0,156,1.6,365.0,0.2,156,2.0,13.4,17.0,1,6.0,3,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2011-C-2800,2020-08-21 14:59:59.999500,791.6,nan,nan,nan,791.6,nan,0,0.0,38,791.6,1201.8,475.8,38,838.8,838.8,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2011-P-2800,2020-08-21 14:59:59.999500,2.6,nan,nan,nan,2.6,nan,0,0.0,389,2.6,366.0,0.2,389,3.0,13.0,16.0,5,7.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2011-C-2850,2020-08-21 14:59:59.999500,743.0,nan,nan,nan,743.0,nan,0,0.0,70,743.0,1153.2,427.2,70,790.2,790.2,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2011-P-2850,2020-08-21 14:59:59.999500,4.0,nan,nan,nan,4.0,nan,0,0.0,232,4.0,367.4,0.2,232,4.4,13.8,18.4,1,7.6,3,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2011-C-2900,2020-08-21 14:59:59.999500,694.8,nan,nan,nan,694.8,nan,0,0.0,92,694.8,1105.0,379.0,92,742.0,742.0,nan,0,379.2,5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2011-P-2900,2020-08-21 14:59:59.999501,12.0,12.0,12.0,12.0,12.0,12.0,4,960.0,267,5.8,369.2,0.2,267,6.2,12.0,17.6,1,7.0,12,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2012-C-2750,2020-08-21 14:59:59.999500,934.6,nan,nan,nan,934.6,nan,0,0.0,1,934.6,1406.8,652.8,1,1029.8,1029.8,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2012-P-2750,2020-08-21 14:59:59.999500,3.2,nan,nan,nan,3.2,nan,0,0.0,13,3.2,379.2,0.2,13,2.2,2.2,nan,0,2.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2012-C-2800,2020-08-21 14:59:59.999500,886.0,nan,nan,nan,886.0,nan,0,0.0,0,886.0,1357.6,603.6,0,980.6,980.6,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2012-P-2800,2020-08-21 14:59:59.999500,4.6,nan,nan,nan,4.6,nan,0,0.0,1,4.6,380.2,0.2,1,3.2,3.2,nan,0,2.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2012-C-2850,2020-08-21 14:59:59.999500,837.8,nan,nan,nan,837.8,nan,0,0.0,0,837.8,1309.0,555.0,0,932.0,932.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2012-P-2850,2020-08-21 14:59:59.999501,12.0,12.0,12.0,12.0,12.0,12.0,10,2400.0,22,6.4,381.6,0.2,12,4.6,4.6,380.0,1,2.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2101-C-2800,2020-08-21 14:59:59.999500,1000.2,nan,nan,nan,1000.2,nan,0,0.0,22,1000.2,1465.6,693.6,22,1079.6,1079.6,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2101-P-2800,2020-08-21 14:59:59.999500,5.6,nan,nan,nan,5.6,nan,0,0.0,49,5.6,402.8,0.2,49,16.8,12.2,nan,0,2.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2101-C-2850,2020-08-21 14:59:59.999500,952.0,nan,nan,nan,952.0,nan,0,0.0,20,952.0,1419.6,647.6,20,1033.6,1033.6,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2101-P-2850,2020-08-21 14:59:59.999501,12.2,12.2,12.2,12.2,12.2,12.2,1,244.0,37,7.4,406.6,0.2,37,20.6,12.2,402.6,1,2.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2101-C-2900,2020-08-21 14:59:59.999500,904.4,nan,nan,nan,904.4,nan,0,0.0,62,904.4,1374.2,602.2,62,988.2,988.2,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2101-P-2900,2020-08-21 14:59:59.999500,9.8,nan,nan,nan,9.8,nan,0,0.0,35,9.8,411.2,0.2,35,25.2,25.2,nan,0,2.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2102-C-2850,2020-08-21 14:59:59.999500,930.6,nan,nan,nan,930.6,nan,0,0.0,3,930.6,1351.8,589.8,3,970.8,970.8,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2102-P-2850,2020-08-21 14:59:59.999500,16.0,nan,nan,nan,16.0,nan,0,0.0,1,16.0,395.2,0.2,1,14.2,14.2,nan,0,2.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2102-C-2900,2020-08-21 14:59:59.999500,884.8,nan,nan,nan,884.8,nan,0,0.0,2,884.8,1305.6,543.6,2,924.6,924.6,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2102-P-2900,2020-08-21 14:59:59.999500,20.0,nan,nan,nan,20.0,nan,0,0.0,4,20.0,399.0,0.2,4,18.0,18.0,nan,0,2.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2102-C-2950,2020-08-21 14:59:59.999500,839.6,nan,nan,nan,839.6,nan,0,0.0,1,839.6,1260.0,498.0,1,879.0,879.0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2102-P-2950,2020-08-21 14:59:59.999500,24.8,nan,nan,nan,24.8,nan,0,0.0,4,24.8,403.4,0.2,4,22.4,22.4,nan,0,2.0,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2103-C-2850,2020-08-21 14:59:59.999500,735.0,nan,nan,nan,735.0,nan,0,0.0,6,735.0,1108.8,396.8,6,752.8,752.8,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2103-P-2850,2020-08-21 14:59:59.999500,43.4,nan,nan,nan,43.4,nan,0,0.0,5,43.4,400.4,0.2,5,44.4,44.4,nan,0,0.4,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2103-C-2900,2020-08-21 14:59:59.999500,693.8,nan,nan,nan,693.8,nan,0,0.0,5,693.8,1067.6,355.6,5,711.6,711.6,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2103-P-2900,2020-08-21 14:59:59.999500,52.0,nan,nan,nan,52.0,nan,0,0.0,5,52.0,409.0,0.2,5,53.0,53.0,nan,0,0.4,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2103-C-2950,2020-08-21 14:59:59.999500,653.6,nan,nan,nan,653.6,nan,0,0.0,5,653.6,1027.4,315.4,5,671.4,671.4,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2103-P-2950,2020-08-21 14:59:59.999500,61.6,nan,nan,nan,61.6,nan,0,0.0,10,61.6,418.6,0.2,10,62.6,62.6,nan,0,0.4,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.i2102-C-460,2020-08-21 14:59:59.999500,369.0,nan,nan,nan,369.0,nan,0,0.0,6,369.0,457.3,291.3,6,374.3,374.3,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.i2102-P-460,2020-08-21 14:59:59.999500,0.1,nan,nan,nan,0.1,nan,0,0.0,16,0.1,84.2,0.1,16,1.2,2.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.i2102-C-470,2020-08-21 14:59:59.999500,359.0,nan,nan,nan,359.0,nan,0,0.0,4,359.0,447.6,281.6,4,364.6,364.6,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.i2102-P-470,2020-08-21 14:59:59.999500,0.1,nan,nan,nan,0.1,nan,0,0.0,11,0.1,84.5,0.1,11,1.5,2.5,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.i2103-C-460,2020-08-21 14:59:59.999500,357.9,nan,nan,nan,357.9,nan,0,0.0,2,357.9,444.4,280.4,2,362.4,362.4,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.i2103-P-460,2020-08-21 14:59:59.999501,3.2,3.2,3.2,3.2,3.2,3.2,1,320.0,22,2.1,83.4,0.1,22,1.4,1.4,nan,0,0.2,1,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2012-C-2900,2020-08-21 14:59:59.999500,790.0,nan,nan,nan,790.0,nan,0,0.0,11,790.0,1260.6,506.6,11,883.6,883.6,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2012-P-2900,2020-08-21 14:59:59.999501,56.0,56.0,14.0,14.0,56.0,17.8,22,7880.0,68,8.6,383.4,0.2,47,6.4,6.4,55.8,61,1.0,20,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
DCE.pg2101-C-2950,2020-08-21 14:59:59.999500,857.4,nan,nan,nan,857.4,nan,0,0.0,45,857.4,1329.4,557.4,45,943.4,943.4,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0,nan,0
